descriptions
Voice of Thunder<|level|>6<|quest_giver|>Kyrn Whitesky<|quest_giver_loc|>Vellosk<|quest_ender|>Kyrn Whitesky<|quest_ender_location|>Vellosk<|previous_quest|>Relic of the Past, Ruins of the Fallen<|next_quest|>Seeking the Spirit<|objective|>Kill Thunderhowl in the Stormcallers Caves<|description|>The greatest of the Gray Wolves tribal shamans is a powerful Stormcaller named Thunderhowl. His heart has become corrupted by the Netherese and is beyond redemption. Follow the trail east from the Sacred Pool, and up Thunder Ridge. Enter the mystical Stormcaller Caves near the top and kill Thunderhowl.
Lightning Strikes<|level|>6<|quest_giver|>Kyrn Whitesky<|quest_giver_loc|>Vellosk<|quest_ender|>Kyrn Whitesky<|quest_ender_location|>Vellosk<|previous_quest|>Relic of the Past, Ruins of the Fallen<|next_quest|>Seeking the Spirit<|objective|>Collect Stormcaller Rattles from Stormcallers on Thunder Ridge<|description|>The Stormcallers of the Gray Wolf Tribe were taught the secret of the storm spirits by Uthgar, the Battle Father himself. Now they have turned their backs on Uthgar but still use his storm magic. They must be punished! Slay the Stormcallers on Thunder Ridge and take the rattles they use to channel their elemental magic! You are not blessed by Uthgar, so you must first speak with the wizard staying in our camp.
Stealing Thunder<|level|>39<|quest_giver|>Diana Fairwinds<|quest_giver_loc|>Vellosk<|quest_ender|>Diana Fairwinds<|quest_ender_location|>Vellosk<|previous_quest|><|next_quest|><|objective|>Place Diana's orb in an empty spot in Thunder Ridge.<|description|>It's good to see someone else from the city. I feel very much alone among wolves in this place. Perhaps you can assist me in a task? The Stormcallers nearby in Thunder Ridge use their totems to magnify their command over thinger and lightning. I would like to study the ambient magical energy in that area, but I can't get close myself. Take this orb and place it in Thunder Ridge somewhere out of sight and it will absorb the energies and transfer it back to this orb here.
Ruins of the Fallen<|level|>5<|quest_giver|>Kyrn Whitesky<|quest_giver_loc|>Vellosk<|quest_ender|>Kyrn Whitesky<|quest_ender_location|>Vellosk<|previous_quest|>Sacred Meeting<|next_quest|>Lightning Strikes, Voice of Thunder<|objective|>Kill Bandits in Xin'kar Ruins.<|description|>The bandits hiding in Xin'kar Ruins to the west have no respect for the Uthgardt ways. They trespass in our sacred places and take what they please! They must be punished for their transgressions! Take the path southwest of the Sacred Pool and cross the bridge to the Xin'kar Ruins. Slay the bandits!
Relic of the Past<|level|>5<|quest_giver|>Kyrn Whitesky<|quest_giver_loc|>Vellosk<|quest_ender|>Kyrn Whitesky<|quest_ender_location|>Vellosk<|previous_quest|>Sacred Meeting<|next_quest|>Lightning Strikes, Voice of Thunder<|objective|>Recover the Uthgardt Relic from the Xin'kar Enclave.<|description|>When the Gray Wolf Tribe submitted to the Netherese, we lost much of our old ways. Worship of Uthgar was replaced by worship to the dark Netherese god Shar. Shrines to the Battle Father were abandoned, and sacred relics lost. The Forsworn are trying to reclaim the old ways. We once had a sacred relic here at the Sacred Pool, but the bandits hiding out in the Xin'kar Enclave stole it away. Recover the Uthgardt relic from the Xin'kar Enclave and return it to me.
Sacred Meeting<|level|>5<|quest_giver|>Thalos Oathbreaker<|quest_giver_loc|>Vellosk<|quest_ender|>Kyrn Whitesky<|quest_ender_location|>Vellosk<|previous_quest|>Ancient Heritage, Hungry Like the Wolves, The Dark Hunter<|next_quest|>Relic of the Past, Ruins of the Fallen<|objective|>Meet with Kyrn Whitesky under the waterfall at the Sacred Pool<|description|>I said to you before that a shaman foretold your coming. Now that you have proven your strength and honor it is time you meet with him. Take the path north from the Forsworn Camp, past the Hunter's Path. Beyond is the Sacred Pool. Behind the waterfall you will find Kyrn Whitesky, a Forsworn shaman.
Seeking the Spirit<|level|>6<|quest_giver|>Kyrn Whitesky<|quest_giver_loc|>Vellosk<|quest_ender|>Dying Howl<|quest_ender_location|>Vellosk<|previous_quest|>Lightning Strikes, Voice of Thunder<|next_quest|>Whisperer in Darkness<|objective|>Meet with Dying Howl at the Battle Father Shrine in by taking a spirit journey.<|description|>It is time to take the battle to the heart of the enemy. Deep within the Gray Wolf Battle Camp is an ancient shrine to Uthgar, the Battle Father. As the Netherese push the Gray Wolves to the worship of Shar, the Uthgar shrine has become neglected. To the west you will find the Battle Father Shrine and a primal spirit of our tribe known as Dying Howl. He will guide you further, but to reach him you must become closer to the spirits of this forest. I will aid you on this path of the spirits and you will have an awakening. I hope you are ready to awaken.
Whisperer in Darkness<|level|>6<|quest_giver|>Dying Howl<|quest_giver_loc|>Vellosk<|quest_ender|>Dying Howl<|quest_ender_location|>Vellosk<|previous_quest|>Seeking the Spirit<|next_quest|>Masters In Twilight, The Shadow Falls<|objective|>Collect a Netherese Orb and Soul Shards from the Gray Wolf Battle Camp.<|description|>The Netherese are foul plague upon this world, corrupting everything they touch. They have cursed the Gray Wolf Tribe, turning them into bloodthirsty monsters. We mush find what the Netherese intend to do with their werewolf slaves. The Shadovar Emissaries use the Netherese Orbs powered by Soul Shards to communicate orders from the Prince of Shadow. Head into the Gray Wolf Battle Camp east pf the Battle Father's Shrine. Search in and around the tents. Recover an Orb and Soul Shards, then return to me.
Masters In Twilight<|level|>6<|quest_giver|>Dying Howl<|quest_giver_loc|>Vellosk<|quest_ender|>Dying Howl<|quest_ender_location|>Vellosk<|previous_quest|>Whisperer in Darkness<|next_quest|>The High Road<|objective|>Kill Shadar-Kai in Twilight Reach.<|description|>These Netherese seek to enslave any who oppose them! The Shadovar masters plot and scheme in Twilight Reach - they must be destroyed! Follow the path north and west from the Battle Father Shrine. In Twilight Reach you will find many of the Shadar-Kai. Show them we will not tolerate their foul presence!
The Shadow Falls<|level|>6<|quest_giver|>Dying Howl<|quest_giver_loc|>Vellosk<|quest_ender|>Dying Howl<|quest_ender_location|>Vellosk<|previous_quest|>Whisperer in Darkness<|next_quest|>The High Road<|objective|>Kill Markela Whispersoul in the Shadowkeeper's Temple.<|description|>The Netherese Orb you recovered spoke of a shadar-kai priestess named Markela Whispersoul. She oversees the nearby Shadowkeeper's Temple, a place dedicated to the worship of the Netherese goddess Shar. Markela seeks to turn the Graywolf Tribe from the worship of the Uthgar to that of Shar. This canno be allowed to happen! Take the path east and north of the Battle Father's shrine. Follow it northwards, then take the west path into Twilight Reach. Enter the Shadowkeeper's Temple and kill Markela Whispersoul!
The High Road<|level|>7<|quest_giver|>Dying Howl<|quest_giver_loc|>Vellosk<|quest_ender|>Hadrik Longtooth<|quest_ender_location|>Vellosk<|previous_quest|>Masters In Twilight, The Shadow Falls<|next_quest|>Leaders of the Pack, Moonlight & Shadow<|objective|>Meet with Hadrik Longtooth at the High Camp northeast of the Battle Father Shrine.<|description|>It's time for you to continue your quest elsewhere. Follow the path northeast of Twilight Reach until you reach the High Camp. There, Hadrik Longtooth will speak to you further. May the Battle Father watch over you!
Leaders of the Pack<|level|>7<|quest_giver|>Hadrik Longtooth<|quest_giver_loc|>Vellosk<|quest_ender|>Hadrik Longtooth<|quest_ender_location|>Vellosk<|previous_quest|>The High Road<|next_quest|>Into the Wolf Den<|objective|>Kill Gray Wolf Packmasters at Elder Rock.<|description|>The leaders of the Gray Wolf Tribe are know as the Packmasters. They have proven themselves in battle time and again emerged victorious. It's the Packmasters who made the deal with the Netherese, corruptingg the spirit of our Tribe into a twisted mockery of its former self. They must be punished for leading the Gray Wolf Tribe astray! Enter Elder Rock to the north of High Camp. You will find the Packmasters there.
Moonlight & Shadow<|level|>7<|quest_giver|>Hadrik Longtooth<|quest_giver_loc|>Vellosk<|quest_ender|>Hadrik Longtooth<|quest_ender_location|>Vellosk<|previous_quest|>The High Road<|next_quest|>Into the Wolf Den<|objective|>Recover the Talisman of Selûne and the Talisman of Shar.<|description|>Our werewolf brothers in the Gray Wolf Tribe have made pacts with corrupt powers, and must be set free. You must recover the Talisman of Selûne from the Moonlight Alter and the Talisman of Shar from the Midnight Altar. Bring the talismans to me and we will make the final preparations.
Back to the City<|level|>8<|quest_giver|>Hadrik Longtooth<|quest_giver_loc|>Vellosk<|quest_ender|>Sergeant Knox<|quest_ender_location|>Protectors Enclave<|previous_quest|>Into the Wolf Den<|next_quest|>Missives, Auctions, and Diamonds<|objective|>Return to Sergeant Knox in Protector's Enclave<|description|>You have done great deeds here in Vellosk, and our people will not forget. But we must finish this fight ourselves. It's time for you to return to the city from whence you came. Many thanks to you, <name>!
Check the Job Board<|level|>1<|quest_giver|>Well-Informed Barmaid in Driftwood Tavern<|quest_giver_loc|><|quest_ender|><|quest_ender_location|><|previous_quest|><|next_quest|><|objective|>Go investigate the job board inside the Driftwood Tavern.<|description|>Behind you, on the far wall, is a job board. You may have seen it when you came in here - It is just like all of the numerous job boards that seem to spring up wherever adventurers gather. Job boards are a useful place to check out rumors that adventurers, like yourself, want investigated. My rumors are local, while the job board postings span all of the city and even the entire Sword Coast. Why don't you go and see for yourself what the job board has posted.
Charthraxis<|level|>26<|quest_giver|>Harper Windle<|quest_giver_loc|>Neverdeath Graveyard<|quest_ender|>Harper Windle<|quest_ender_location|>Neverdeath Graveyard<|previous_quest|><|next_quest|>Cult Communications<|objective|>Defeat Charthraxis.<|description|>The new Cultists have been busy recruiting new dragons into their service. The Cultists in Neverdeath have convinced Charthraxis, a foul-tempered green dragon, to aid them here. Defeating Charthraxis may buy us some time to learn more about what the new cult is up to.
Tarmalune Trade Bars<|level|>1<|quest_giver|><|quest_giver_loc|><|quest_ender|>Tarmalune Trade Bar Merchant<|quest_ender_location|>Protector's Enclave<|previous_quest|><|next_quest|><|objective|>Travel to Protector's Enclave in Neverwinter and discover what you can spend your trade bars on by speaking to the Trade Bar Merchant<|description|>It seems you've gotten your hands on a trade bar, a precious metal ingot minted for the express purpose of being used as a currency by merchants performing large transactions. The ubiquitous currency is used widely throughout the Faerun and if memory serves, a trade bar merchant in the Seven Suns Coster Market has all manner of wares for sale. Perhaps it might be a good idea to pay him a visit.
Dwarven Valley<|level|>70<|quest_giver|>Dwarven Valley Map<|quest_giver_loc|><|quest_ender|>Lodos Battlehammer<|quest_ender_location|>Dwarven Valley<|previous_quest|><|next_quest|><|objective|>Speak to Stokely Silverstream, Rory Hammerstone, Jubal Oakstaff, and Kinnera Foxwood in Caer-Konig, then explore the Dwarven Valley in Icewind Dale.<|description|>You now have a map detailing the path to the Dwarven Valley. Speak to Stokely Silverstream, Rory Hammerstone, Jubal Oakstaff, and Kinnera Foxwood about quests you can complete in the Dwarven Valley.
The Hammerstone Queen<|level|>70<|quest_giver|>Hammerstone Hammer<|quest_giver_loc|><|quest_ender|>Stokely Silverstream<|quest_ender_location|>Caer-Konig<|previous_quest|><|next_quest|><|objective|>Use the Hammerstone Hammer to summon and defeat the Queen of Hammerstone, then report to Stokely Silverstream in Caer-Konig.<|description|>This hammer may, when used to strike a ceremonial anvil somewhere beneath Dwarven Valley, call forth the Queen of Hammerstone, leader of the corrupted dwarves. If you defeat her, Stokely Silverstream will reward you handsomely.
Ancient Curiosity<|level|>4<|quest_giver|>Ancient Curio<|quest_giver_loc|><|quest_ender|>Disheveled Madman<|quest_ender_location|>Protector's Enclave<|previous_quest|><|next_quest|><|objective|>Take the ancient curio you discovered to the Disheveled Madman in Protector's Enclave<|description|>There are rumors of a Disheveled Madman living in Protector's Enclave who has a great interest in objects like the Ancient Curio you just discovered. If these rumors are true, he may even have powerful magic items to trade for these odd objects.
Ancient Advice<|level|>60-70<|quest_giver|>Chest in Adventurers of the Lost Artifact<|quest_giver_loc|><|quest_ender|>Bradda the Sage<|quest_ender_location|>Protector's Enclave<|previous_quest|><|next_quest|><|objective|>Speak to Sage Bradda to Decipher the Ancient Cult of the Dragon Scroll<|description|>You search through the chest and find various odds and ends belonging the Dragon Empire. Nothing really of note, as most of it has been burnt or melted, but a scroll made out of an unknown paper has survived. You try to read the scroll, but it is written in an unknown language. Perhaps a sage learned in ancient artifacts may be able to decipher this scroll.
An Eminent Guest at the Jubilee<|level|>4<|quest_giver|><|quest_giver_loc|><|quest_ender|>Elminster Aumar<|quest_ender_location|>Protector's Enclave<|previous_quest|><|next_quest|><|objective|>Meet Elminster at the event podium in Protector's Enclave<|description|>Rumor has it the mysterious Sage of Shadowdale, Elminster Aumar himself, is in the city of Neverwinter. The same rumors also say he's here to ask the aid of the city's heroes.
Defeating Dragons<|level|>26<|quest_giver|>Harper Boward<|quest_giver_loc|>Protector's Enclave<|quest_ender|>Harper Boward<|quest_ender_location|>Protector's Enclave<|previous_quest|><|next_quest|><|objective|>Defeat a Cult Dragon in Neverdeath, Icespire Peak, Rothé Valley, Ebon Downs, or Whispering Cavern<|description|>Although the Cult of the Dragon has many powerful members, its true strength lies with the dragons it recruits. If you encounter any of these dragons while battling the Cult, you should make their defeat a priority.
Death Wizards<|level|>70<|quest_giver|>Zarifrax's Phylactery<|quest_giver_loc|><|quest_ender|>Zarifrax's Phylactery<|quest_ender_location|><|previous_quest|>Necromancer Consultancy<|next_quest|>Cult of Orcus<|objective|>Collect Black Gems and a Bone Focus from Red Wizards in the Dread Ring.<|description|>So you require assistance from the Great and Powerful Zarifrax to find your way to Evernight? I was rather enjoying my rest until you showed up. But yes, I suppose I could assist you. We can discuss payment later... In order to open a path to Evernight, you must find a way through the Crevices of Dusk, cracks between the Prime Material Plane and the Shadowfell. To do that you require a necromantic lure. Fortunately for you I know how to make one. The Red Wizards of the Dread Ring have been mining obsidian shards for spells and carving them into black gems. A wizard I knew from long ago named Telimon oversees quarry operations there, and possesses a bone focus I have always admired. Bring me black gems from Red Wizards and the bone focus from Telimon and I will guide you in crafting the object you seek!
Cult of Orcus<|level|>70<|quest_giver|>Zarifrax's Phylactery<|quest_giver_loc|><|quest_ender|>Zarifrax's Phylactery<|quest_ender_location|><|previous_quest|>Death Wizards<|next_quest|>Descent into Shadow<|objective|>Talk to Grazilaxx in Mantol-Derith. Then retrieve an Orcus Talisman from the Demon Cult Caves in the Underdark.<|description|>The denizens of Evernight do not care for the presence of mortals in their domain unless they pay the proper tribute. As tough as you think you are you cannot take on a whole city of undead. I know something that the ruling Tribunal of Evernight wants, and I can show you how to get it. I heard of the recent demonic invasion of the Underdark. Orcus cultists possess many valuable ceremonial items dedicated to the Demon Prince of Undeath. A Talisman of Orcus would be a fitting tribute for the Tribunal. The trouble will be finding the location of the demon cultists. Fortunately, a mind flayer named Grazilaxx owes me a favor. Go to Mantol-Derith and speak with Grazilaxx about the cultist caves. Tell him the Great and Powerful Zarifrax sent you!
Descent into Shadow<|level|>70<|quest_giver|>Zarifrax's Phylactery<|quest_giver_loc|><|quest_ender|>Kavatos Stormeye<|quest_ender_location|>River District<|previous_quest|>Cult of Orcus<|next_quest|>The Shard of Night<|objective|>Retrieve Zarifrax's Coffer from his hidden cache in the Neverdeath Graveyard. Then set the Necromantic Lure to open the portal to Evernight. Enter the portal and acquire the Key of Night.<|description|>You follow instructions well, mortal! We nearly have everything we need to begin our descent into the Shadowfell! The final piece is something I can provide for you myself. Long ago I hid a coffer within the Neverdeath graveyard. We'll need it to enter the city of Evernight. Once you retrieve the coffer, I will guide you to one of the Crevices of Dusk. There you will place the Necromantic Lure and open a Shadowfell portal to Evernight. Once we arrive, give the coffer to Gatekeeper Arkwright. Do not tarry, for what we desire is close at hand!
Ruined District<|level|><|quest_giver|>Kavatos Stormeye<|quest_giver_loc|><|quest_ender|><|quest_ender_location|><|previous_quest|>The Missing Link<|next_quest|><|objective|>Visit each neighborhood: Riverfront, Tainted Grove, Realm's Edge, Ember Hollow. Defeat 10 enemies in each neighborhood.<|description|>The idiot Nashers who still believe their true king will come for them hold the Riverfront. They have been reinforced by Mintarn mercenaries who threw a tantrum when their pay was a few days late. To the east, Nostura and her twisted fey control the Tainted Grove. Gyrion's aberrants hold Realm's Edge in the southeast. Kabal and his metal minions hold sway over Ember Hollow due south of here. If I'm going to put together any sort of strategy I need more information! I wouldn't use the scouting reports I've got to wipe myself, much less use them for planning. I need numbers and capabilities!
Into the Wolf Den<|level|>42<|quest_giver|>Hadrik Longtooth<|quest_giver_loc|>Vellosk<|quest_ender|><|quest_ender_location|>Gray Wolf Den<|previous_quest|>Leaders of the Pack, Moonlight & Shadow<|next_quest|><|objective|>Enter the Gray Wolf Den.<|description|>The greatest of the Gray Wolf Tribe is the bloodthirsty and greedy Ethraniev Marrowslake. It's she who swore the blood oath to Clariburnus Tanthul, the Prince of Shade, to lead our people against the Thayans. It's because of her our people suffer and die in a pointless war. Marrowslake sits high above us in the maw at the top of the Gray Wolf Den. Enter that ancient place of power and slay her!
The Trail of the Crown<|level|>6<|quest_giver|>Sergeant Knox<|quest_giver_loc|>Protector's Enclave<|quest_ender|>Private Hawthidon<|quest_ender_location|>Blacklake District<|previous_quest|>Finding Honor<|next_quest|>Seeking a Suspect<|objective|>Meet with Private Hawthidon in the Blacklake District<|description|>If Gothwan's gone into Blacklake District, that's going to be trouble. Blacklake District is a mess, and I'm not just talking about the sludge from the lake. The Nasher rebels are openly defying Gothwan is still in Blacklake, Hawthidon will know about it.
