descriptions
Abominations<|level|><|quest_type|>Side<|faction|><|quest_giver|>Mael<|location|>Cyrodiil<|previous_quest|><|next_quest|><|objective|>Burn the bodies of two Weynon villagers before they rise as vampires.<|description|>Two Weynon villagers were taken by the vampires of Lipsand Tarn. Mael fears they are dead and about to rise as bloodfiends.
Abominations from Beyond<|level|><|quest_type|>Side<|faction|><|quest_giver|>Priestess Pietine<|location|>Stormhaven<|previous_quest|><|next_quest|><|objective|>Rescue a group of locals held captive by the undead.<|description|>I encountered a Priestess of Stendarr who said yonder rocky hill crowned with ruins has been occupied by infernal abominations. They've captured several locals for nefarious purposes; I volunteered to rescue them.
An Abundance of Stibbons<|level|><|quest_type|>Side<|faction|><|quest_giver|>Lounges-on-Moss, Lady Clarisse Laurent<|location|>Blackwood<|previous_quest|><|next_quest|><|objective|>Assist Lady Laurent in restoring order, and restoring Stibbons.<|description|>Outsiders have apparently unleashed some kind of curse on the nearby Sithis shrine. I should seek out Lady Laurent and see if she needs help restoring order and her beleaguered manservant, Stibbons.
The Abyssal Alchemist<|level|><|quest_type|>Side<|faction|><|quest_giver|>Justiciar Farowel<|location|>Summerset<|previous_quest|><|next_quest|><|objective|>Clear out Welenkin Cove and eliminate the Sea Sload B'Korgen.<|description|>The Divine Prosecution has charged me with clearing out Welenkin Cove and eliminating the threat posed by B'Korgen, the Sea Sload alchemist.
The Abyssal Cabal<|level|><|quest_type|>Side<|faction|>Neutral<|quest_giver|>Battlereeve Tanerline<|location|>Summerset<|previous_quest|><|next_quest|><|objective|>Further investigate the Sea Sload threat.<|description|>A Battlereeve sent a group of adventurers and a squad of marines to determine the extent of the Sea Sload's incursion into Summerset. After an initial report, the Battlereeve lost contact with the group. She asked me to investigate.
Ache for Cake<|level|><|quest_type|>Miscellaneous<|faction|><|quest_giver|>Jubilee Cake Voucher<|location|><|previous_quest|><|next_quest|><|objective|>Gather ingredients for a special anniversary cake.<|description|>I received a voucher for a special-occasion cake from the renowned master baker, Chef Donolon.
An Act of Kindness<|level|>11<|quest_type|>Side<|faction|><|quest_giver|>Sirinque<|location|>Auridon<|previous_quest|><|next_quest|><|objective|>Help free the ancient spirits of Ezduiin from an eternal curse.<|description|>In the ruins of Ezduiin, I found an enterprising researcher working with Telenger. She's concerned about the recent appearance of the spirits. She seeks a way to lay them to rest.
Adanzda's Mining Samples<|level|><|quest_type|>Side<|faction|><|quest_giver|>To the Kind Stranger Who Finds This<|location|>Blackreach: Greymoor Caverns<|previous_quest|><|next_quest|><|objective|>Return mining samples to the consortium.<|description|>I found a note in the passages of Blackreach. There was no sign of anyone around.
An Affront to Mara<|level|><|quest_type|>Side<|faction|><|quest_giver|>Rafora Casca, Marcella Ammianus, Crispinus Platorius<|location|>Reaper's March<|previous_quest|><|next_quest|><|objective|>Retrieve relics stolen from a Temple of Mara.<|description|>Bandits attacked a chapel just over the border from Reaper's March. A group of temple guards and their priestess tracked them to the ruins of Fort Sphinxmoth.
After the Storm<|level|><|quest_type|>Side<|faction|>Restore Karthwasten's protections<|quest_giver|>Apprentice Fialyn<|location|>The Reach<|previous_quest|><|next_quest|><|objective|>Help the Crow-Eye clan restore the Wards of their home.<|description|>A strange and powerful storm disrupted the protective wards around the village of Karthwasten, turning a portion of its people feral. Apprentice Fialyn needs help restoring the wards.
Again Into the Shadows<|level|><|quest_type|>Side<|faction|><|quest_giver|>Novice Holli<|location|>The Clockwork City<|previous_quest|><|next_quest|><|objective|>Help the Clockwork Apostles to find a missing Mages Guild member.<|description|>The Clockwork Apostles sent a member of the Mages Guild through the portal to explore the Shadow Cleft. She hasn't returned.
Against All Hope<|level|><|quest_type|>Story<|faction|><|quest_giver|><|location|>The Deadlands<|previous_quest|>Deadlight<|next_quest|><|objective|>Launch an attack on the citadel of Ardent Hope and take on Valkynaz Nokvroz.<|description|>We defeated Sister Celdina, but Valkynaz Nokvroz captured the Anchorite. He wants to use her blood as fuel for his own cataclyst device. Lyranth thinks Nokvroz is holding her in his fortress, Ardent Hope. We need to rescue her.
Aggressive Negotiations<|level|><|quest_type|>Alliance<|faction|>Ebonheart Pact<|quest_giver|>Duryn Beleran, Grandmaster Omin Dres<|location|>Stonefalls<|previous_quest|>City at the Spire<|next_quest|>Saving the Son<|objective|>Find out what the Indoril Grandmaster wanted in Kragenmoor.<|description|>Tanval Indoril has fled towards the Tormented Spire with the Coral Heart in hand. He wants to unleash Sadal, the Brother of Strife, from his imprisonment. Kragenmoor's Grandmaster Omin Dres is the only one who can allow me access to the mountain.
Aicessar's Invitation<|level|>5<|quest_type|>Guild<|faction|>Fighters Guild<|quest_giver|>Aicessar at the Vulkhel Guard Fighters Guild or any DLC Fighters Guildhall or "Fighters Guild Handbills" in Balmora, Sadrith Mora and Vivec City<|location|>Auridon<|previous_quest|><|next_quest|>Anchors from the Harbour<|objective|>Visit the local Fighters Guild.<|description|>The Hall Steward Aicessar asked that I speak with him about the Fighters Guild in the Vulkhel Guard guildhall.
Aid for Bramblebreach<|level|>24<|quest_type|>Alliance<|faction|>Aldmeri Dominion<|quest_giver|>Hollow Guardian at Greenheart<|location|>Greenshade<|previous_quest|><|next_quest|><|objective|>Assist the Bosmer at Bramblebreach at the request of the Wilderking.<|description|>A Hollow Guardian accosted me deep in the Valenwood. He asked me to go north and offer my assistance to the Bramblebreach clan.
Aiding Sigunn<|level|><|quest_type|>Side<|faction|><|quest_giver|>Sigunn<|location|>The Rift<|previous_quest|><|next_quest|><|objective|>Help recover a merchant's supplies from a giant.<|description|>The traveling merchant Sigunn has asked for help retrieving supplies he lost after a giant attack.
Aiding the Archipelago<|level|><|quest_type|><|faction|><|quest_giver|><|location|>High Isle<|previous_quest|><|next_quest|>High Isle daily quests<|objective|>Learn about job opportunities available in Gonfalon Bay<|description|>I found a notice for adventurers seeking work on the islands of High Isle and Amenos. Sounds right up my alley.
Alasan's Plot<|level|>36<|quest_type|>Alliance<|faction|>Daggerfall Covenant<|quest_giver|>Talia at-Marimah, Prince Azah<|location|>Alik'r Desert<|previous_quest|>Trouble at Tava's Blessing<|next_quest|>Shiri's Research<|objective|>Stop a powerful necromancer from becoming a lich.<|description|>An army of Withered Hand soldiers necromancers attacked Tava's Blessing and killed everyone. Whatever they are planning here, I plan to stop them.
Alchemical Analysis<|level|><|quest_type|>Side<|faction|><|quest_giver|>Jomund Snowmead<|location|>Eastmarch<|previous_quest|><|next_quest|><|objective|>Deliver a mysterious metal ore to an alchemist.<|description|>Jomund and his miners have no idea what to make of the mysterious metal they found. However, Jomund has a friend at Fort Amol who might be able to help.
Alchemist Certification<|level|>6<|quest_type|>Crafting<|faction|><|quest_giver|>Danel Telleno<|location|><|previous_quest|><|next_quest|>Alchemist Writs<|objective|>Gain certification in the Alchemy profession.<|description|>If I can prove I know my way around an alchemy table, Danel Telleno will certify me as an alchemist.
Alchemist Writ<|level|><|quest_type|>Crafting<|faction|><|quest_giver|>Consumables Crafting Writs Board<|location|><|previous_quest|><|next_quest|><|objective|>Fulfill a contract to deliver alchemical products.<|description|>I've taken a contract from one of the Writ boards, an agreement to deliver alchemical products to an interested organization.
The All Flags Curse<|level|><|quest_type|><|faction|><|quest_giver|>Stibbons<|location|>High Isle<|previous_quest|><|next_quest|><|objective|>End a curse that plagues All Flags Islet. <|description|>Stibbons has asked me to help him free his mistress, Lady Clarice Laurent, from a curse that plagues All Flags Islet. Apparently, this site was once a monument dedicated to the All Flags Navy, but it has fallen into disrepair.
All Hands on Deck<|level|><|quest_type|>Group<|faction|><|quest_giver|><|location|>High Isle<|previous_quest|><|next_quest|>Reavers of the Reef<|objective|>Board the "Lofte Empyrean" for an expedition to Dreadsail Reef.<|description|>I met a sailor recruiting for war against the Dreadsail pirate fleet. I agreed to join a landing party for a mission.
All the Fuss<|level|><|quest_type|>Alliance<|faction|>Aldmeri Dominion<|quest_giver|>Firtorel near Tanzelwil<|location|>Auridon<|previous_quest|><|next_quest|><|objective|>Report to a Watchman at Vulkhel Guard.<|description|>A bored member of the Queen's entourage let me know Her Majesty plans to speak soon in the city of Vulkhel Guard.
All's Fair<|level|>38<|quest_type|>Side<|faction|><|quest_giver|>Sarisa Rothalen<|location|>The Rift<|previous_quest|><|next_quest|><|objective|>Investigate reports of black market goods in Riften's marketplace.<|description|>The Rothalens have fallen on hard times. Sarisa has designs on Bar-Neeus's stall in the central market.
Aloe That Heals<|level|><|quest_type|>Side<|faction|>Root-Whisper Tribe<|quest_giver|>Tuwul<|location|>Murkmire<|previous_quest|><|next_quest|><|objective|>Collect some aloe plants for the Root-Whisper tribe healers.<|description|>The healers of Root-Whisper Village are in need of a rare aloe that grows in Vakka-Bok. I'll need to make my way past the dangerous creatures that lurk there in order to gather this plant.
Alone in the Dark<|level|><|quest_type|>Side<|faction|>Wayward Guardians<|quest_giver|>Ardanir<|location|>The Reach<|previous_quest|><|next_quest|><|objective|>Help Reachfolk exiles escape the Falmer.<|description|>A scout reported several Reach exiles have been taken captive by strange blind creatures in the depths of Blackreach. The Wayward Guardians want me to rescue them.
